DateTime, MainStage, SubStage, MetaData, CPU (%), Used Memory (MB), Max Heap (MB)
Wed Sep 10 10:17:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.46, 4294.97
Wed Sep 10 10:17:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.47, 4294.97
Wed Sep 10 10:17:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.47, 4294.97
Wed Sep 10 10:17:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.48, 4294.97
Wed Sep 10 10:17:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.48, 4294.97
Wed Sep 10 10:17:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.48, 4294.97
Wed Sep 10 10:17:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.49, 4294.97
Wed Sep 10 10:17:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.49, 4294.97
Wed Sep 10 10:17:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.50, 4294.97
Wed Sep 10 10:17:11 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 274.51, 4294.97
Wed Sep 10 10:17:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.51, 4294.97
Wed Sep 10 10:17:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.52, 4294.97
Wed Sep 10 10:17:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.52, 4294.97
Wed Sep 10 10:17:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.53, 4294.97
Wed Sep 10 10:17:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.53, 4294.97
Wed Sep 10 10:17:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.54, 4294.97
Wed Sep 10 10:17:18 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 274.54, 4294.97
Wed Sep 10 10:17:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.55, 4294.97
Wed Sep 10 10:17:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.55, 4294.97
Wed Sep 10 10:17:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.56, 4294.97
Wed Sep 10 10:17:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.56, 4294.97
Wed Sep 10 10:17:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.57, 4294.97
Wed Sep 10 10:17:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.57, 4294.97
Wed Sep 10 10:17:25 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.58, 4294.97
Wed Sep 10 10:17:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.58, 4294.97
Wed Sep 10 10:17:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.59, 4294.97
Wed Sep 10 10:17:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.59, 4294.97
Wed Sep 10 10:17:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.60, 4294.97
Wed Sep 10 10:17:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.60, 4294.97
Wed Sep 10 10:17:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.61, 4294.97
Wed Sep 10 10:17:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.62, 4294.97
Wed Sep 10 10:17:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.62, 4294.97
Wed Sep 10 10:17:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.62, 4294.97
Wed Sep 10 10:17:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.63, 4294.97
Wed Sep 10 10:17:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.63, 4294.97
Wed Sep 10 10:17:37 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.64, 4294.97
Wed Sep 10 10:17:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.64, 4294.97
Wed Sep 10 10:17:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.65, 4294.97
Wed Sep 10 10:17:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.66, 4294.97
Wed Sep 10 10:17:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.66, 4294.97
Wed Sep 10 10:17:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.67, 4294.97
Wed Sep 10 10:17:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.67, 4294.97
Wed Sep 10 10:17:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.68, 4294.97
Wed Sep 10 10:17:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.68, 4294.97
Wed Sep 10 10:17:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.69, 4294.97
Wed Sep 10 10:17:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.69, 4294.97
Wed Sep 10 10:17:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.70, 4294.97
Wed Sep 10 10:17:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.70, 4294.97
Wed Sep 10 10:17:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.71, 4294.97
Wed Sep 10 10:17:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.71, 4294.97
Wed Sep 10 10:17:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.72, 4294.97
Wed Sep 10 10:17:53 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 274.72, 4294.97
Wed Sep 10 10:17:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.73, 4294.97
Wed Sep 10 10:17:55 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 274.73, 4294.97
Wed Sep 10 10:17:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.74, 4294.97
Wed Sep 10 10:17:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.74, 4294.97
Wed Sep 10 10:17:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.75, 4294.97
Wed Sep 10 10:17:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.75, 4294.97
Wed Sep 10 10:18:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.76, 4294.97
Wed Sep 10 10:18:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.76, 4294.97
Wed Sep 10 10:18:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.77, 4294.97
Wed Sep 10 10:18:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.77, 4294.97
Wed Sep 10 10:18:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.78, 4294.97
Wed Sep 10 10:18:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.78, 4294.97
Wed Sep 10 10:18:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.79, 4294.97
Wed Sep 10 10:18:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.79, 4294.97
Wed Sep 10 10:18:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.80, 4294.97
Wed Sep 10 10:18:09 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 274.81, 4294.97
Wed Sep 10 10:18:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.81, 4294.97
Wed Sep 10 10:18:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.82, 4294.97
Wed Sep 10 10:18:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.82, 4294.97
Wed Sep 10 10:18:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.82, 4294.97
Wed Sep 10 10:18:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.83, 4294.97
Wed Sep 10 10:18:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.84, 4294.97
Wed Sep 10 10:18:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.84, 4294.97
Wed Sep 10 10:18:18 IST 2025, Tagging ..., <not set>, <not set>, 0.06, 274.85, 4294.97
Wed Sep 10 10:18:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.85, 4294.97
Wed Sep 10 10:18:20 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 274.86, 4294.97
Wed Sep 10 10:18:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.86, 4294.97
Wed Sep 10 10:18:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.87, 4294.97
Wed Sep 10 10:18:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.87, 4294.97
Wed Sep 10 10:18:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.88, 4294.97
Wed Sep 10 10:18:25 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 274.88, 4294.97
Wed Sep 10 10:18:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.89, 4294.97
Wed Sep 10 10:18:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.89, 4294.97
Wed Sep 10 10:18:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.90, 4294.97
Wed Sep 10 10:18:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.90, 4294.97
Wed Sep 10 10:18:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.91, 4294.97
Wed Sep 10 10:18:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.91, 4294.97
Wed Sep 10 10:18:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.92, 4294.97
Wed Sep 10 10:18:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.92, 4294.97
Wed Sep 10 10:18:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.93, 4294.97
Wed Sep 10 10:18:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.93, 4294.97
Wed Sep 10 10:18:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.94, 4294.97
Wed Sep 10 10:18:37 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.95, 4294.97
Wed Sep 10 10:18:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.95, 4294.97
Wed Sep 10 10:18:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.95, 4294.97
Wed Sep 10 10:18:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.96, 4294.97
Wed Sep 10 10:18:41 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 274.96, 4294.97
Wed Sep 10 10:18:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.97, 4294.97
Wed Sep 10 10:18:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.97, 4294.97
Wed Sep 10 10:18:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.98, 4294.97
Wed Sep 10 10:18:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.99, 4294.97
Wed Sep 10 10:18:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 274.99, 4294.97
Wed Sep 10 10:18:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.00, 4294.97
Wed Sep 10 10:18:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.00, 4294.97
Wed Sep 10 10:18:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.01, 4294.97
Wed Sep 10 10:18:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.01, 4294.97
Wed Sep 10 10:18:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.02, 4294.97
Wed Sep 10 10:18:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.02, 4294.97
Wed Sep 10 10:18:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.03, 4294.97
Wed Sep 10 10:18:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.03, 4294.97
Wed Sep 10 10:18:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.04, 4294.97
Wed Sep 10 10:18:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.04, 4294.97
Wed Sep 10 10:18:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.05, 4294.97
Wed Sep 10 10:18:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.05, 4294.97
Wed Sep 10 10:18:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.06, 4294.97
Wed Sep 10 10:19:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.06, 4294.97
Wed Sep 10 10:19:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.07, 4294.97
Wed Sep 10 10:19:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.07, 4294.97
Wed Sep 10 10:19:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.08, 4294.97
Wed Sep 10 10:19:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.08, 4294.97
Wed Sep 10 10:19:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.09, 4294.97
Wed Sep 10 10:19:06 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.09, 4294.97
Wed Sep 10 10:19:07 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.10, 4294.97
Wed Sep 10 10:19:08 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.10, 4294.97
Wed Sep 10 10:19:09 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.11, 4294.97
Wed Sep 10 10:19:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.11, 4294.97
Wed Sep 10 10:19:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.12, 4294.97
Wed Sep 10 10:19:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.12, 4294.97
Wed Sep 10 10:19:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.13, 4294.97
Wed Sep 10 10:19:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.14, 4294.97
Wed Sep 10 10:19:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.14, 4294.97
Wed Sep 10 10:19:16 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.15, 4294.97
Wed Sep 10 10:19:17 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.15, 4294.97
Wed Sep 10 10:19:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.15, 4294.97
Wed Sep 10 10:19:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.16, 4294.97
Wed Sep 10 10:19:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.17, 4294.97
Wed Sep 10 10:19:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.17, 4294.97
Wed Sep 10 10:19:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.18, 4294.97
Wed Sep 10 10:19:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.18, 4294.97
Wed Sep 10 10:19:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.19, 4294.97
Wed Sep 10 10:19:25 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.19, 4294.97
Wed Sep 10 10:19:26 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.20, 4294.97
Wed Sep 10 10:19:27 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.20, 4294.97
Wed Sep 10 10:19:28 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.21, 4294.97
Wed Sep 10 10:19:29 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.21, 4294.97
Wed Sep 10 10:19:30 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.22, 4294.97
Wed Sep 10 10:19:31 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.22, 4294.97
Wed Sep 10 10:19:32 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.23, 4294.97
Wed Sep 10 10:19:33 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.23, 4294.97
Wed Sep 10 10:19:34 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.24, 4294.97
Wed Sep 10 10:19:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.24, 4294.97
Wed Sep 10 10:19:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.25, 4294.97
Wed Sep 10 10:19:37 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.25, 4294.97
Wed Sep 10 10:19:38 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.26, 4294.97
Wed Sep 10 10:19:39 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.26, 4294.97
Wed Sep 10 10:19:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.27, 4294.97
Wed Sep 10 10:19:41 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.28, 4294.97
Wed Sep 10 10:19:42 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.28, 4294.97
Wed Sep 10 10:19:43 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.29, 4294.97
Wed Sep 10 10:19:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.29, 4294.97
Wed Sep 10 10:19:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.29, 4294.97
Wed Sep 10 10:19:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.30, 4294.97
Wed Sep 10 10:19:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.30, 4294.97
Wed Sep 10 10:19:48 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.31, 4294.97
Wed Sep 10 10:19:49 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.32, 4294.97
Wed Sep 10 10:19:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.32, 4294.97
Wed Sep 10 10:19:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.33, 4294.97
Wed Sep 10 10:19:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.33, 4294.97
Wed Sep 10 10:19:53 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.34, 4294.97
Wed Sep 10 10:19:54 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.34, 4294.97
Wed Sep 10 10:19:55 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.35, 4294.97
Wed Sep 10 10:19:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.35, 4294.97
Wed Sep 10 10:19:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.36, 4294.97
Wed Sep 10 10:19:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.36, 4294.97
Wed Sep 10 10:19:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.37, 4294.97
Wed Sep 10 10:20:00 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.37, 4294.97
Wed Sep 10 10:20:01 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.38, 4294.97
Wed Sep 10 10:20:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.38, 4294.97
Wed Sep 10 10:20:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.39, 4294.97
Wed Sep 10 10:20:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.39, 4294.97
Wed Sep 10 10:20:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.40, 4294.97
Wed Sep 10 10:20:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.40, 4294.97
Wed Sep 10 10:20:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.41, 4294.97
Wed Sep 10 10:20:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.41, 4294.97
Wed Sep 10 10:20:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.42, 4294.97
Wed Sep 10 10:20:10 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.42, 4294.97
Wed Sep 10 10:20:11 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.43, 4294.97
Wed Sep 10 10:20:12 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.43, 4294.97
Wed Sep 10 10:20:13 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.44, 4294.97
Wed Sep 10 10:20:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.44, 4294.97
Wed Sep 10 10:20:15 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.45, 4294.97
Wed Sep 10 10:20:16 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.45, 4294.97
Wed Sep 10 10:20:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.46, 4294.97
Wed Sep 10 10:20:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.47, 4294.97
Wed Sep 10 10:20:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.47, 4294.97
Wed Sep 10 10:20:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.48, 4294.97
Wed Sep 10 10:20:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.48, 4294.97
Wed Sep 10 10:20:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.49, 4294.97
Wed Sep 10 10:20:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.49, 4294.97
Wed Sep 10 10:20:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.50, 4294.97
Wed Sep 10 10:20:25 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.50, 4294.97
Wed Sep 10 10:20:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.51, 4294.97
Wed Sep 10 10:20:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.51, 4294.97
Wed Sep 10 10:20:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.52, 4294.97
Wed Sep 10 10:20:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.52, 4294.97
Wed Sep 10 10:20:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.53, 4294.97
Wed Sep 10 10:20:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.53, 4294.97
Wed Sep 10 10:20:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.54, 4294.97
Wed Sep 10 10:20:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.54, 4294.97
Wed Sep 10 10:20:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.55, 4294.97
Wed Sep 10 10:20:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.55, 4294.97
Wed Sep 10 10:20:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.56, 4294.97
Wed Sep 10 10:20:37 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.56, 4294.97
Wed Sep 10 10:20:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.57, 4294.97
Wed Sep 10 10:20:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.57, 4294.97
Wed Sep 10 10:20:40 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.58, 4294.97
Wed Sep 10 10:20:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.58, 4294.97
Wed Sep 10 10:20:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.59, 4294.97
Wed Sep 10 10:20:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.59, 4294.97
Wed Sep 10 10:20:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.60, 4294.97
Wed Sep 10 10:20:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.60, 4294.97
Wed Sep 10 10:20:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.61, 4294.97
Wed Sep 10 10:20:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.62, 4294.97
Wed Sep 10 10:20:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.62, 4294.97
Wed Sep 10 10:20:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.63, 4294.97
Wed Sep 10 10:20:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.63, 4294.97
Wed Sep 10 10:20:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.64, 4294.97
Wed Sep 10 10:20:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.64, 4294.97
Wed Sep 10 10:20:53 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.64, 4294.97
Wed Sep 10 10:20:54 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.65, 4294.97
Wed Sep 10 10:20:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.66, 4294.97
Wed Sep 10 10:20:56 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.66, 4294.97
Wed Sep 10 10:20:57 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.67, 4294.97
Wed Sep 10 10:20:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.67, 4294.97
Wed Sep 10 10:20:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.68, 4294.97
Wed Sep 10 10:21:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.68, 4294.97
Wed Sep 10 10:21:01 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.69, 4294.97
Wed Sep 10 10:21:02 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.69, 4294.97
Wed Sep 10 10:21:03 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.70, 4294.97
Wed Sep 10 10:21:04 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.70, 4294.97
Wed Sep 10 10:21:05 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.71, 4294.97
Wed Sep 10 10:21:06 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.71, 4294.97
Wed Sep 10 10:21:07 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.72, 4294.97
Wed Sep 10 10:21:08 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.72, 4294.97
Wed Sep 10 10:21:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.73, 4294.97
Wed Sep 10 10:21:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.73, 4294.97
Wed Sep 10 10:21:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.74, 4294.97
Wed Sep 10 10:21:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.74, 4294.97
Wed Sep 10 10:21:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.75, 4294.97
Wed Sep 10 10:21:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.75, 4294.97
Wed Sep 10 10:21:15 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.76, 4294.97
Wed Sep 10 10:21:16 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.77, 4294.97
Wed Sep 10 10:21:17 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.77, 4294.97
Wed Sep 10 10:21:18 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.78, 4294.97
Wed Sep 10 10:21:19 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.78, 4294.97
Wed Sep 10 10:21:20 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.78, 4294.97
